dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_tier1,group_tail_tier2,group_tail_tier3,group_tail_tier4,group_tail_tier5,file
imdbwiki,infeasible,fedavg,,,0,4000,500,0,,101.449,tier2,102.979,98.6398,102.979,82.1008,71.3935,95.6115,imdbwiki_infeasible_fedavg_seed0.csv.gz
imdbwiki,infeasible,fedavg,,,1,4000,500,0,,103.125,tier2,106.226,99.7298,106.226,82.9524,72.8877,93.1164,imdbwiki_infeasible_fedavg_seed1.csv.gz
imdbwiki,infeasible,fedavg,,,2,4000,500,0,,102.656,tier2,104.433,99.8648,104.433,82.2903,73.688,92.8634,imdbwiki_infeasible_fedavg_seed2.csv.gz
imdbwiki,infeasible,fedavg,,,3,4000,500,0,,102.63,tier2,104.742,99.4683,104.742,82.7896,70.6351,95.5099,imdbwiki_infeasible_fedavg_seed3.csv.gz
imdbwiki,infeasible,fedavg,,,4,4000,500,0,,103.063,tier2,106.34,99.6267,106.34,81.3109,72.3684,94.135,imdbwiki_infeasible_fedavg_seed4.csv.gz
imdbwiki,infeasible,fedavot,,,0,4000,500,0,,104.725,tier5,123.058,103.372,100.284,87.234,85.5585,123.058,imdbwiki_infeasible_fedavot_seed0.csv.gz
imdbwiki,infeasible,fedavot,,,1,4000,500,0,,105.892,tier5,119.747,104.371,102.402,85.3135,84.5974,119.747,imdbwiki_infeasible_fedavot_seed1.csv.gz
imdbwiki,infeasible,fedavot,,,2,4000,500,0,,107.188,tier5,120.546,106.611,101.24,86.0332,83.197,120.546,imdbwiki_infeasible_fedavot_seed2.csv.gz
imdbwiki,infeasible,fedavot,,,3,4000,500,0,,106.384,tier5,123.16,104.911,101.84,87.7693,80.3233,123.16,imdbwiki_infeasible_fedavot_seed3.csv.gz
imdbwiki,infeasible,fedavot,,,4,4000,500,0,,105.715,tier5,117.681,103.732,102.811,83.9438,83.3365,117.681,imdbwiki_infeasible_fedavot_seed4.csv.gz
imdbwiki,infeasible,full,,,0,4000,500,0,,83.0686,tier5,117.297,72.4865,96.6915,91.4464,89.8907,117.297,imdbwiki_infeasible_full_seed0.csv.gz
imdbwiki,infeasible,full,,,1,4000,500,0,,83.0686,tier5,117.297,72.4865,96.6915,91.4464,89.8907,117.297,imdbwiki_infeasible_full_seed1.csv.gz
imdbwiki,infeasible,full,,,2,4000,500,0,,83.0686,tier5,117.297,72.4865,96.6915,91.4464,89.8907,117.297,imdbwiki_infeasible_full_seed2.csv.gz
imdbwiki,infeasible,full,,,3,4000,500,0,,83.0686,tier5,117.297,72.4865,96.6915,91.4464,89.8907,117.297,imdbwiki_infeasible_full_seed3.csv.gz
imdbwiki,infeasible,full,,,4,4000,500,0,,83.0686,tier5,117.297,72.4865,96.6915,91.4464,89.8907,117.297,imdbwiki_infeasible_full_seed4.csv.gz
