dataset,regime,model,alpha,gamma,seed,rounds,tail,diverged,death_round,overall_tail,worst_group,worst_group_tail,group_tail_White,group_tail_Black,group_tail_Asian-Pac-Islander,group_tail_Amer-Indian-Eskimo,group_tail_Other,file
adult,infeasible,fedavot_cvar,0.10,0.10,4,4000,500,0,,0.236455,White,0.355318,0.355318,0.214607,0.324478,0.190321,0.0975526,adult_infeasible_fedavot_cvar_a0.10_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,0,4000,500,0,,0.232018,White,0.352913,0.352913,0.213288,0.329452,0.183245,0.0811936,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,1,4000,500,0,,0.230528,White,0.352289,0.352289,0.210349,0.328153,0.179781,0.0820673,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,2,4000,500,0,,0.230302,White,0.351532,0.351532,0.21157,0.330456,0.176518,0.0814357,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,3,4000,500,0,,0.230912,White,0.353179,0.353179,0.212236,0.328908,0.178534,0.0817025,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.20,4,4000,500,0,,0.231024,White,0.355258,0.355258,0.211792,0.325378,0.184146,0.0785439,adult_infeasible_fedavot_cvar_a0.10_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,0,4000,500,0,,0.228566,White,0.352492,0.352492,0.209842,0.331124,0.177014,0.0723581,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,1,4000,500,0,,0.227403,White,0.352125,0.352125,0.207793,0.329437,0.174406,0.0732544,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,2,4000,500,0,,0.226756,White,0.351415,0.351415,0.208192,0.331756,0.171179,0.0712378,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,3,4000,500,0,,0.227475,White,0.352989,0.352989,0.208759,0.330588,0.17243,0.0726117,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.30,4,4000,500,0,,0.227596,White,0.354702,0.354702,0.208434,0.327045,0.178209,0.0695898,adult_infeasible_fedavot_cvar_a0.10_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,0,4000,500,0,,0.225343,White,0.352319,0.352319,0.206372,0.332059,0.170964,0.065003,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,1,4000,500,0,,0.224465,White,0.352112,0.352112,0.204344,0.330617,0.168533,0.0667168,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,2,4000,500,0,,0.223805,White,0.351474,0.351474,0.204683,0.333076,0.166123,0.0636679,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,3,4000,500,0,,0.224427,White,0.353255,0.353255,0.205549,0.331755,0.166361,0.0652172,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.40,4,4000,500,0,,0.224623,White,0.354735,0.354735,0.205451,0.328379,0.171347,0.0632012,adult_infeasible_fedavot_cvar_a0.10_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,0,4000,500,0,,0.222471,White,0.352578,0.352578,0.203022,0.332671,0.164707,0.0593787,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,1,4000,500,0,,0.221605,White,0.35232,0.35232,0.200993,0.331946,0.161948,0.0608183,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,2,4000,500,0,,0.221236,White,0.351658,0.351658,0.201493,0.334233,0.160577,0.0582172,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,3,4000,500,0,,0.221786,White,0.353448,0.353448,0.202637,0.332759,0.16046,0.059626,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.50,4,4000,500,0,,0.221806,White,0.35491,0.35491,0.201866,0.32911,0.16482,0.0583271,adult_infeasible_fedavot_cvar_a0.10_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,0,4000,500,0,,0.219322,White,0.353284,0.353284,0.199156,0.331852,0.157833,0.0544837,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,1,4000,500,0,,0.218742,White,0.353298,0.353298,0.197392,0.331549,0.155925,0.055548,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,2,4000,500,0,,0.218358,White,0.352789,0.352789,0.198121,0.33316,0.154673,0.0530491,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,3,4000,500,0,,0.218784,White,0.35443,0.35443,0.199225,0.331735,0.153544,0.0549879,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.60,4,4000,500,0,,0.218742,White,0.355562,0.355562,0.197978,0.328786,0.157977,0.0534073,adult_infeasible_fedavot_cvar_a0.10_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,0,4000,500,0,,0.216091,White,0.354917,0.354917,0.195029,0.329783,0.151069,0.0496564,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,1,4000,500,0,,0.215605,White,0.355162,0.355162,0.193373,0.32961,0.149457,0.0504246,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,2,4000,500,0,,0.215389,White,0.35466,0.35466,0.194206,0.331481,0.148467,0.0481294,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,3,4000,500,0,,0.21571,White,0.35608,0.35608,0.195085,0.330134,0.146837,0.0504131,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.70,4,4000,500,0,,0.215572,White,0.35749,0.35749,0.193786,0.32717,0.150699,0.0487144,adult_infeasible_fedavot_cvar_a0.10_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,0,4000,500,0,,0.212726,White,0.358768,0.358768,0.189306,0.327736,0.143226,0.0445966,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,1,4000,500,0,,0.212486,White,0.359151,0.359151,0.188313,0.327546,0.142297,0.0451243,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,2,4000,500,0,,0.212367,White,0.358597,0.358597,0.188913,0.329561,0.141783,0.0429802,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,3,4000,500,0,,0.212582,White,0.359803,0.359803,0.189858,0.328122,0.139807,0.0453186,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.80,4,4000,500,0,,0.212461,White,0.361372,0.361372,0.18838,0.325554,0.143242,0.0437566,adult_infeasible_fedavot_cvar_a0.10_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,0,4000,500,0,,0.209468,White,0.366429,0.366429,0.18331,0.324969,0.133877,0.038753,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,1,4000,500,0,,0.209443,White,0.366584,0.366584,0.182482,0.32505,0.133973,0.0391247,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,2,4000,500,0,,0.2095,White,0.365986,0.365986,0.183044,0.32713,0.133828,0.0375098,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,3,4000,500,0,,0.209518,White,0.367254,0.367254,0.184123,0.325014,0.131763,0.0394348,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,0.90,4,4000,500,0,,0.209497,White,0.3689,0.3689,0.182648,0.322499,0.135262,0.0381741,adult_infeasible_fedavot_cvar_a0.10_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,0,4000,500,0,,0.207451,White,0.378738,0.378738,0.177632,0.326246,0.122677,0.0319608,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,1,4000,500,0,,0.207404,White,0.377957,0.377957,0.176328,0.327636,0.122979,0.0321195,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,2,4000,500,0,,0.20753,White,0.377404,0.377404,0.176948,0.32956,0.122766,0.0309709,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,3,4000,500,0,,0.207543,White,0.378558,0.378558,0.178172,0.327176,0.121377,0.0324318,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.10,1.00,4,4000,500,0,,0.207472,White,0.380953,0.380953,0.176878,0.323392,0.124661,0.031478,adult_infeasible_fedavot_cvar_a0.10_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,0,4000,500,0,,0.235201,White,0.354502,0.354502,0.21434,0.321436,0.181631,0.104098,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,1,4000,500,0,,0.233611,White,0.355165,0.355165,0.211134,0.318901,0.182771,0.100085,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,2,4000,500,0,,0.234087,White,0.353562,0.353562,0.213267,0.322268,0.177236,0.104103,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,3,4000,500,0,,0.234719,White,0.354908,0.354908,0.213349,0.320692,0.179395,0.105251,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.10,4,4000,500,0,,0.234455,White,0.357531,0.357531,0.213645,0.317024,0.184531,0.0995448,adult_infeasible_fedavot_cvar_a0.20_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,0,4000,500,0,,0.228856,White,0.355146,0.355146,0.210587,0.320904,0.175339,0.0823044,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,1,4000,500,0,,0.227878,White,0.355582,0.355582,0.207809,0.318812,0.175881,0.0813089,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,2,4000,500,0,,0.227746,White,0.35383,0.35383,0.209372,0.322517,0.171022,0.081988,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,3,4000,500,0,,0.228132,White,0.355328,0.355328,0.209851,0.320631,0.172712,0.0821364,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.20,4,4000,500,0,,0.228321,White,0.357769,0.357769,0.210002,0.317236,0.177074,0.0795235,adult_infeasible_fedavot_cvar_a0.20_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,0,4000,500,0,,0.225051,White,0.35589,0.35589,0.207208,0.320693,0.169378,0.0720863,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,1,4000,500,0,,0.22435,White,0.356336,0.356336,0.204729,0.318814,0.169764,0.0721051,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,2,4000,500,0,,0.223984,White,0.354639,0.354639,0.205924,0.322609,0.165358,0.0713904,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,3,4000,500,0,,0.224379,White,0.356048,0.356048,0.206384,0.320979,0.166722,0.0717627,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.30,4,4000,500,0,,0.224599,White,0.358641,0.358641,0.206513,0.317275,0.170753,0.0698148,adult_infeasible_fedavot_cvar_a0.20_g0.30_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,0,4000,500,0,,0.221928,White,0.356939,0.356939,0.203952,0.320817,0.16361,0.0643204,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,1,4000,500,0,,0.22127,White,0.357425,0.357425,0.201581,0.319111,0.163631,0.064605,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,2,4000,500,0,,0.22091,White,0.356017,0.356017,0.202541,0.32271,0.160077,0.0632051,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,3,4000,500,0,,0.221337,White,0.357158,0.357158,0.2033,0.321216,0.160743,0.0642703,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.40,4,4000,500,0,,0.221532,White,0.359876,0.359876,0.203342,0.317215,0.164851,0.0623772,adult_infeasible_fedavot_cvar_a0.20_g0.40_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,0,4000,500,0,,0.219002,White,0.358492,0.358492,0.200502,0.320897,0.157482,0.057636,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,1,4000,500,0,,0.2185,White,0.358771,0.358771,0.198245,0.319589,0.157767,0.0581279,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,2,4000,500,0,,0.218193,White,0.357612,0.357612,0.199137,0.323153,0.154311,0.0567504,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,3,4000,500,0,,0.218612,White,0.358795,0.358795,0.200035,0.321612,0.154683,0.0579336,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.50,4,4000,500,0,,0.218822,White,0.361337,0.361337,0.200118,0.317565,0.158718,0.0563704,adult_infeasible_fedavot_cvar_a0.20_g0.50_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,0,4000,500,0,,0.21636,White,0.360709,0.360709,0.197005,0.32061,0.151533,0.0519442,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,1,4000,500,0,,0.215969,White,0.360825,0.360825,0.195053,0.319868,0.151567,0.0525316,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,2,4000,500,0,,0.215665,White,0.359683,0.359683,0.195788,0.323108,0.14881,0.0509349,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,3,4000,500,0,,0.216107,White,0.360842,0.360842,0.196841,0.321572,0.148745,0.0525361,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.60,4,4000,500,0,,0.216278,White,0.363486,0.363486,0.19663,0.317768,0.152448,0.0510573,adult_infeasible_fedavot_cvar_a0.20_g0.60_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,0,4000,500,0,,0.213797,White,0.363617,0.363617,0.193496,0.318988,0.145869,0.0470155,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,1,4000,500,0,,0.213476,White,0.363601,0.363601,0.19154,0.318937,0.145692,0.0476102,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,2,4000,500,0,,0.213268,White,0.362681,0.362681,0.192374,0.321678,0.143534,0.0460714,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,3,4000,500,0,,0.213593,White,0.3637,0.3637,0.19351,0.319961,0.143116,0.04768,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.70,4,4000,500,0,,0.213816,White,0.366453,0.366453,0.193073,0.316396,0.146775,0.0463823,adult_infeasible_fedavot_cvar_a0.20_g0.70_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,0,4000,500,0,,0.211385,White,0.367468,0.367468,0.189422,0.317586,0.139963,0.0424869,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,1,4000,500,0,,0.211097,White,0.367138,0.367138,0.187715,0.317909,0.139841,0.0428832,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,2,4000,500,0,,0.210981,White,0.366523,0.366523,0.18853,0.320252,0.138322,0.0412787,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,3,4000,500,0,,0.211254,White,0.367489,0.367489,0.189661,0.318586,0.137515,0.0430179,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.80,4,4000,500,0,,0.211472,White,0.370223,0.370223,0.188933,0.314997,0.141346,0.0418576,adult_infeasible_fedavot_cvar_a0.20_g0.80_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,0,4000,500,0,,0.209092,White,0.371986,0.371986,0.183837,0.319355,0.132745,0.0375375,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,1,4000,500,0,,0.208853,White,0.371241,0.371241,0.18237,0.320359,0.132509,0.0377873,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,2,4000,500,0,,0.20887,White,0.370711,0.370711,0.183089,0.322419,0.131796,0.0363343,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,3,4000,500,0,,0.209005,White,0.371809,0.371809,0.184099,0.32059,0.130569,0.0379587,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,0.90,4,4000,500,0,,0.20919,White,0.374503,0.374503,0.183188,0.316743,0.134579,0.0369382,adult_infeasible_fedavot_cvar_a0.20_g0.90_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,0,4000,500,0,,0.207451,White,0.378738,0.378738,0.177632,0.326246,0.122677,0.0319608,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,1,4000,500,0,,0.207404,White,0.377957,0.377957,0.176328,0.327636,0.122979,0.0321195,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,2,4000,500,0,,0.20753,White,0.377404,0.377404,0.176948,0.32956,0.122766,0.0309709,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,3,4000,500,0,,0.207543,White,0.378558,0.378558,0.178172,0.327176,0.121377,0.0324318,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.20,1.00,4,4000,500,0,,0.207472,White,0.380953,0.380953,0.176878,0.323392,0.124661,0.031478,adult_infeasible_fedavot_cvar_a0.20_g1.00_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,0,4000,500,0,,0.231284,White,0.360223,0.360223,0.208337,0.309163,0.178631,0.100064,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,1,4000,500,0,,0.230152,White,0.360664,0.360664,0.205171,0.307866,0.18095,0.0961111,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,2,4000,500,0,,0.230597,White,0.358774,0.358774,0.207248,0.311,0.176518,0.0994476,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,3,4000,500,0,,0.231232,White,0.359912,0.359912,0.207453,0.309751,0.178815,0.100231,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.10,4,4000,500,0,,0.231188,White,0.36405,0.36405,0.208259,0.304996,0.183905,0.0947304,adult_infeasible_fedavot_cvar_a0.30_g0.10_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.20,0,4000,500,0,,0.225198,White,0.361372,0.361372,0.205285,0.308569,0.172133,0.0786319,adult_infeasible_fedavot_cvar_a0.30_g0.20_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.20,1,4000,500,0,,0.224646,White,0.361496,0.361496,0.202251,0.307593,0.174116,0.0777746,adult_infeasible_fedavot_cvar_a0.30_g0.20_seed1.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.20,2,4000,500,0,,0.224614,White,0.359899,0.359899,0.204345,0.310613,0.169943,0.0782725,adult_infeasible_fedavot_cvar_a0.30_g0.20_seed2.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.20,3,4000,500,0,,0.22499,White,0.36104,0.36104,0.204689,0.3095,0.17183,0.0778902,adult_infeasible_fedavot_cvar_a0.30_g0.20_seed3.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.20,4,4000,500,0,,0.225345,White,0.365095,0.365095,0.205232,0.30479,0.176415,0.0751933,adult_infeasible_fedavot_cvar_a0.30_g0.20_seed4.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.30,0,4000,500,0,,0.221774,White,0.362675,0.362675,0.202403,0.3084,0.166551,0.0688394,adult_infeasible_fedavot_cvar_a0.30_g0.30_seed0.csv.gz
adult,infeasible,fedavot_cvar,0.30,0.30,1,4000,500,0,,0.221339,White,0.362617,0.362617,0.199558,0.307818,0.168209,0.0684902,adult_infeasible_fedavot_cvar_a0.30_g0.30_seed1.csv.gz
